Source,Target,relation,money,team
seth-manfield,grand-prix-oklahoma-city-2017,TopFinish,2500,
patrick-tierney,grand-prix-oklahoma-city-2017,TopFinish,1500,
julian-john,grand-prix-oklahoma-city-2017,TopFinish,1500,
raymond-detiveaux,grand-prix-oklahoma-city-2017,TopFinish,1500,
michael-byars,grand-prix-oklahoma-city-2017,TopFinish,1500,
yuuya-watanabe,world-magic-cup-2017,TopFinish,15000,
kenta-harane,world-magic-cup-2017,TopFinish,15000,
shota-yasooka,world-magic-cup-2017,TopFinish,15000,
grzegorz-kowalski,world-magic-cup-2017,TopFinish,8500,
radek-kaczmarczyk,world-magic-cup-2017,TopFinish,8500,
piotr-glogowski,world-magic-cup-2017,TopFinish,8500,
marc-tobiasch,world-magic-cup-2017,TopFinish,6000,
philipp-krieger,world-magic-cup-2017,TopFinish,6000,
moritz-templin,world-magic-cup-2017,TopFinish,6000,
andrea-mengucci,world-magic-cup-2017,TopFinish,6000,
adriano-moscato,world-magic-cup-2017,TopFinish,6000,
mattia-rizzi,world-magic-cup-2017,TopFinish,6000,
thomas-enevoldsen,grand-prix-lyon-2017,TopFinish,5000,
christoffer-larsen,grand-prix-lyon-2017,TopFinish,5000,
michael-bonde,grand-prix-lyon-2017,TopFinish,5000,
alexander-pasgaard,grand-prix-lyon-2017,TopFinish,2500,
kasper-nielsen,grand-prix-lyon-2017,TopFinish,2500,
marcus-hensing,grand-prix-lyon-2017,TopFinish,2500,
mats-ellingsen,grand-prix-lyon-2017,TopFinish,1250,
sveinung-bjornerud,grand-prix-lyon-2017,TopFinish,1250,
andreas-ganz,grand-prix-lyon-2017,TopFinish,1250,
corrado-de-sio,grand-prix-lyon-2017,TopFinish,1250,
jacopo-bartollini,grand-prix-lyon-2017,TopFinish,1250,
eli-gammaitoni,grand-prix-lyon-2017,TopFinish,1250,
shahar-shenhar,grand-prix-portland-2017,TopFinish,10000,
brandon-goe,grand-prix-portland-2017,TopFinish,5000,
james-stevenson,grand-prix-portland-2017,TopFinish,2500,
michael-bernat,grand-prix-portland-2017,TopFinish,2500,
christoffer-larsen,grand-prix-portland-2017,TopFinish,1500,
alexander-wilson,grand-prix-portland-2017,TopFinish,1500,
derek-candelario,grand-prix-portland-2017,TopFinish,1500,
stephen-barnett,grand-prix-portland-2017,TopFinish,1500,
alex-lloyd,grand-prix-atlanta-2017,TopFinish,10000,
ben-stark,grand-prix-atlanta-2017,TopFinish,5000,
sergio-garcia,grand-prix-atlanta-2017,TopFinish,2500,
lawrence-vess,grand-prix-atlanta-2017,TopFinish,2500,
trey-van-cleave,grand-prix-atlanta-2017,TopFinish,1500,
corey-baumeister,grand-prix-atlanta-2017,TopFinish,1500,
petr-sochurek,grand-prix-atlanta-2017,TopFinish,1500,
sam-zakrzewski,grand-prix-atlanta-2017,TopFinish,1500,
hua-chao-song,grand-prix-shanghai-2017,TopFinish,10000,
hironao-tanaka,grand-prix-shanghai-2017,TopFinish,5000,
wing-chun-yam,grand-prix-shanghai-2017,TopFinish,2500,
naoya-okada,grand-prix-shanghai-2017,TopFinish,2500,
takuma-morofuji,grand-prix-shanghai-2017,TopFinish,1500,
yuuya-watanabe,grand-prix-shanghai-2017,TopFinish,1500,
lee-wing-tat,grand-prix-shanghai-2017,TopFinish,1500,
kelvin-chew,grand-prix-shanghai-2017,TopFinish,1500,
jean-emmanuel-depraz,grand-prix-warsaw-2017,TopFinish,10000,
valerio-luminati,grand-prix-warsaw-2017,TopFinish,5000,
louis-bachaud,grand-prix-warsaw-2017,TopFinish,2500,
samuel-vuillot,grand-prix-warsaw-2017,TopFinish,2500,
alexander-privalov,grand-prix-warsaw-2017,TopFinish,1500,
jedrek-szmyd,grand-prix-warsaw-2017,TopFinish,1500,
grzegorz-kowalski,grand-prix-warsaw-2017,TopFinish,1500,
hannes-kerem,grand-prix-warsaw-2017,TopFinish,1500,
seth-manfield,pro-tour-ixalan-2017,TopFinish,50000,
pascal-maynard,pro-tour-ixalan-2017,TopFinish,20000,
john-rolf,pro-tour-ixalan-2017,TopFinish,15000,
samuel-ihlenfeldt,pro-tour-ixalan-2017,TopFinish,12500,
mike-sigrist,pro-tour-ixalan-2017,TopFinish,10000,
christian-hauck,pro-tour-ixalan-2017,TopFinish,9000,
guillaume-matignon,pro-tour-ixalan-2017,TopFinish,7500,
piotr-glogowski,pro-tour-ixalan-2017,TopFinish,6000,
hans-jacob-goddik,eternal-championships-legacy-north-america-2017,TopFinish,0,
seth-black,eternal-championships-legacy-north-america-2017,TopFinish,0,
hanni-alnimer,eternal-championships-legacy-north-america-2017,TopFinish,0,
luke-blum,eternal-championships-legacy-north-america-2017,TopFinish,0,
eric-vergo,eternal-championships-legacy-north-america-2017,TopFinish,0,
bob-huang,eternal-championships-legacy-north-america-2017,TopFinish,0,
ondrej-strasky,eternal-championships-legacy-north-america-2017,TopFinish,0,
brian-coval,eternal-championships-legacy-north-america-2017,TopFinish,0,
rei-sato,grand-prix-hong-kong-2017,TopFinish,10000,
farand-lee,grand-prix-hong-kong-2017,TopFinish,5000,
jake-hart,grand-prix-hong-kong-2017,TopFinish,2500,
lee-shi-tian,grand-prix-hong-kong-2017,TopFinish,2500,
vinod-prabhu,grand-prix-hong-kong-2017,TopFinish,1500,
jun-hao-tay,grand-prix-hong-kong-2017,TopFinish,1500,
hoi-chick,grand-prix-hong-kong-2017,TopFinish,1500,
kazuyuki-takimura,grand-prix-hong-kong-2017,TopFinish,1500,
marc-purvis,grand-prix-liverpool-2017,TopFinish,10000,
torsten-anders,grand-prix-liverpool-2017,TopFinish,5000,
thoralf-severin,grand-prix-liverpool-2017,TopFinish,2500,
bernardo-santos,grand-prix-liverpool-2017,TopFinish,2500,
carmine-d-aniello,grand-prix-liverpool-2017,TopFinish,1500,
hannes-mauch,grand-prix-liverpool-2017,TopFinish,1500,
friso-abcouwer,grand-prix-liverpool-2017,TopFinish,1500,
karl-sarap,grand-prix-liverpool-2017,TopFinish,1500,
sean-miller,grand-prix-phoenix-2017,TopFinish,10000,
reid-duke,grand-prix-phoenix-2017,TopFinish,5000,
paul-dean,grand-prix-phoenix-2017,TopFinish,2500,
anton-jonsson,grand-prix-phoenix-2017,TopFinish,2500,
jacob-nagro,grand-prix-phoenix-2017,TopFinish,1500,
christopher-finley,grand-prix-phoenix-2017,TopFinish,1500,
christian-calcano,grand-prix-phoenix-2017,TopFinish,1500,
kai-ruan,grand-prix-phoenix-2017,TopFinish,1500,
andrew-markiton,eternal-championships-vintage-north-america-2017,TopFinish,0,
richard-shay,eternal-championships-vintage-north-america-2017,TopFinish,0,
patrick-fehling,eternal-championships-vintage-north-america-2017,TopFinish,0,
michael-kiesel,eternal-championships-vintage-north-america-2017,TopFinish,0,
ibrahim-aldridge,eternal-championships-vintage-north-america-2017,TopFinish,0,
brian-kelly,eternal-championships-vintage-north-america-2017,TopFinish,0,
brian-durkin,eternal-championships-vintage-north-america-2017,TopFinish,0,
eric-vergo,eternal-championships-vintage-north-america-2017,TopFinish,0,
carlos-romao,nationals-brazil-2017,TopFinish,0,
lucas-esper-berthoud,nationals-brazil-2017,TopFinish,0,
jonathan-lobo-melamed,nationals-brazil-2017,TopFinish,0,
thiago-saporito,nationals-brazil-2017,TopFinish,0,
artur-villela,nationals-brazil-2017,TopFinish,0,
paulo-vitor-damo-da-rosa,nationals-brazil-2017,TopFinish,0,
eric-coutinho,nationals-brazil-2017,TopFinish,0,
leandro-tateishi,nationals-brazil-2017,TopFinish,0,
kale-thompson,nationals-canada-2017,TopFinish,0,
lucas-siow,nationals-canada-2017,TopFinish,0,
morgan-mclaughlin,nationals-canada-2017,TopFinish,0,
maxime-auger,nationals-canada-2017,TopFinish,0,
jonathan-dery,nationals-canada-2017,TopFinish,0,
omar-beldon,nationals-canada-2017,TopFinish,0,
philippe-gareau,nationals-canada-2017,TopFinish,0,
alan-ngo,nationals-canada-2017,TopFinish,0,
alfonso-concha,nationals-chile-2017,TopFinish,0,
miguel-veloso,nationals-chile-2017,TopFinish,0,
carlos-alberto-hermosilla-perret,nationals-chile-2017,TopFinish,0,
roland-carmona,nationals-chile-2017,TopFinish,0,
eduardo-pizarro,nationals-chile-2017,TopFinish,0,
david-reyes-kiekebusch,nationals-chile-2017,TopFinish,0,
nicolas-aguillon-perez,nationals-chile-2017,TopFinish,0,
sebastian-oyarzun,nationals-chile-2017,TopFinish,0,
jose-andres,nationals-guatemala-2017,TopFinish,0,
kevin-perez,nationals-guatemala-2017,TopFinish,0,
alejandro-vasquez,nationals-guatemala-2017,TopFinish,0,
alex-solis,nationals-guatemala-2017,TopFinish,0,
ruben-escobar,nationals-guatemala-2017,TopFinish,0,
christopher-andres-martinez,nationals-guatemala-2017,TopFinish,0,
diego-duque,nationals-guatemala-2017,TopFinish,0,
enrique-godoy,nationals-guatemala-2017,TopFinish,0,
david-murphy,nationals-ireland-2017,TopFinish,0,
david-wolfe,nationals-ireland-2017,TopFinish,0,
carlos-navarro-del-dujo,nationals-ireland-2017,TopFinish,0,
james-clare,nationals-ireland-2017,TopFinish,0,
andrew-byrom,nationals-ireland-2017,TopFinish,0,
mark-mcgovern,nationals-ireland-2017,TopFinish,0,
tadhg-murphy,nationals-ireland-2017,TopFinish,0,
alex-ball,nationals-ireland-2017,TopFinish,0,
adriano-moscato,nationals-italy-2017,TopFinish,0,
mattia-rizzi,nationals-italy-2017,TopFinish,0,
marco-della-corte,nationals-italy-2017,TopFinish,0,
marco-montesi,nationals-italy-2017,TopFinish,0,
corrado-de-sio,nationals-italy-2017,TopFinish,0,
antonio-pinto,nationals-italy-2017,TopFinish,0,
marco-de-togni,nationals-italy-2017,TopFinish,0,
luca-cortesi,nationals-italy-2017,TopFinish,0,
pang-ming-wee,nationals-malaysia-2017,TopFinish,0,
adwin-lim,nationals-malaysia-2017,TopFinish,0,
joe-soh,nationals-malaysia-2017,TopFinish,0,
shawn-khoo,nationals-malaysia-2017,TopFinish,0,
ian-chin,nationals-malaysia-2017,TopFinish,0,
wai-kin-au-yong,nationals-malaysia-2017,TopFinish,0,
yow-kar-leng,nationals-malaysia-2017,TopFinish,0,
chung-wye-hee,nationals-malaysia-2017,TopFinish,0,
simen-skrede-reigstad,nationals-norway-2017,TopFinish,0,
thomas-madland,nationals-norway-2017,TopFinish,0,
tore-johan-sorum,nationals-norway-2017,TopFinish,0,
nicolai-herzog,nationals-norway-2017,TopFinish,0,
alexander-bratelia,nationals-norway-2017,TopFinish,0,
christian-magnus-fredheim,nationals-norway-2017,TopFinish,0,
magnus-gustavsen,nationals-norway-2017,TopFinish,0,
havard-leren,nationals-norway-2017,TopFinish,0,
radek-kaczmarczyk,nationals-poland-2017,TopFinish,0,
piotr-glogowski,nationals-poland-2017,TopFinish,0,
lucian-benca,nationals-romania-2017,TopFinish,0,
rares-glad-colomei,nationals-romania-2017,TopFinish,0,
lucian-musat,nationals-romania-2017,TopFinish,0,
cosmin-achim,nationals-romania-2017,TopFinish,0,
valentin-roman,nationals-romania-2017,TopFinish,0,
adrian-dobrotescu,nationals-romania-2017,TopFinish,0,
andrei-evi,nationals-romania-2017,TopFinish,0,
alexandru-prunariu,nationals-romania-2017,TopFinish,0,
milos-perovic,nationals-serbia-2017,TopFinish,0,
goran-begovic,nationals-serbia-2017,TopFinish,0,
dusan-galovic,nationals-serbia-2017,TopFinish,0,
aleksa-telarov,nationals-serbia-2017,TopFinish,0,
todor-rosic,nationals-serbia-2017,TopFinish,0,
rajko-nedic,nationals-serbia-2017,TopFinish,0,
vanja-grujic,nationals-serbia-2017,TopFinish,0,
dusan-ven,nationals-serbia-2017,TopFinish,0,
zhong-yi-lim,nationals-singapore-2017,TopFinish,0,
david-lim,nationals-singapore-2017,TopFinish,0,
aik-seng-khoo,nationals-singapore-2017,TopFinish,0,
nicholas-tang,nationals-singapore-2017,TopFinish,0,
link-lee,nationals-singapore-2017,TopFinish,0,
zuoren-liu,nationals-singapore-2017,TopFinish,0,
ding-leong,nationals-singapore-2017,TopFinish,0,
zhijian-yang,nationals-singapore-2017,TopFinish,0,
jeong-woo-cho,nationals-south-korea-2017,TopFinish,0,
jung-ga-ram,nationals-south-korea-2017,TopFinish,0,
bi-o-park,nationals-south-korea-2017,TopFinish,0,
chang-kyum-kim,nationals-south-korea-2017,TopFinish,0,
park-jong-sun,nationals-south-korea-2017,TopFinish,0,
sungeun-je,nationals-south-korea-2017,TopFinish,0,
kil-ho-lee,nationals-south-korea-2017,TopFinish,0,
sang-mun-bang,nationals-south-korea-2017,TopFinish,0,
daniel-martinez-querol,nationals-spain-2017,TopFinish,0,
pedro-lechado,nationals-spain-2017,TopFinish,0,
carlos-de-miguel-martinez,nationals-spain-2017,TopFinish,0,
toni-ramis-pascual,nationals-spain-2017,TopFinish,0,
felix-rodriguez,nationals-spain-2017,TopFinish,0,
javier-dominguez,nationals-spain-2017,TopFinish,0,
manuel-de-la-orden,nationals-spain-2017,TopFinish,0,
sandro-bernabe,nationals-spain-2017,TopFinish,0,
oliver-tomajko,nationals-united-states-2017,TopFinish,0,
gerry-thompson,nationals-united-states-2017,TopFinish,0,
benjamin-rinauto,nationals-united-states-2017,TopFinish,0,
peter-villarrubia,nationals-united-states-2017,TopFinish,0,
seth-manfield,nationals-united-states-2017,TopFinish,0,
stephen-neal,nationals-united-states-2017,TopFinish,0,
drew-bates,nationals-united-states-2017,TopFinish,0,
jeremy-sager,nationals-united-states-2017,TopFinish,0,
kentaro-yamamoto,pro-tour-team-series-2016-17,TopFinish,6000,
yuuya-watanabe,pro-tour-team-series-2016-17,TopFinish,6000,
ken-yukuhiro,pro-tour-team-series-2016-17,TopFinish,6000,
yuuki-ichikawa,pro-tour-team-series-2016-17,TopFinish,6000,
teruya-kakumae,pro-tour-team-series-2016-17,TopFinish,6000,
shota-yasooka,pro-tour-team-series-2016-17,TopFinish,6000,
brad-nelson,pro-tour-team-series-2016-17,TopFinish,2400,
lukas-blohon,pro-tour-team-series-2016-17,TopFinish,2400,
seth-manfield,pro-tour-team-series-2016-17,TopFinish,2400,
thomas-hendriks,pro-tour-team-series-2016-17,TopFinish,2400,
martin-dang,pro-tour-team-series-2016-17,TopFinish,2400,
martin-muller,pro-tour-team-series-2016-17,TopFinish,2400,
lee-shi-tian,pro-tour-team-series-2016-17,TopFinish,0,
jason-chung,pro-tour-team-series-2016-17,TopFinish,0,
hao-shan-huang,pro-tour-team-series-2016-17,TopFinish,0,
kelvin-chew,pro-tour-team-series-2016-17,TopFinish,0,
eduardo-sajgalik,pro-tour-team-series-2016-17,TopFinish,0,
nam-sung-wook,pro-tour-team-series-2016-17,TopFinish,0,
paulo-vitor-damo-da-rosa,pro-tour-team-series-2016-17,TopFinish,0,
mike-sigrist,pro-tour-team-series-2016-17,TopFinish,0,
joel-larsson,pro-tour-team-series-2016-17,TopFinish,0,
ben-stark,pro-tour-team-series-2016-17,TopFinish,0,
ondrej-strasky,pro-tour-team-series-2016-17,TopFinish,0,
eric-froehlich,pro-tour-team-series-2016-17,TopFinish,0,
william-jensen,world-championships-2017,TopFinish,100000,
javier-dominguez,world-championships-2017,TopFinish,50000,
josh-utter-leyton,world-championships-2017,TopFinish,25000,
kelvin-chew,world-championships-2017,TopFinish,25000,
martin-juza,grand-prix-providence-2017,TopFinish,5000,
andrew-baeckstrom,grand-prix-providence-2017,TopFinish,5000,
corey-burkhart,grand-prix-providence-2017,TopFinish,5000,
owen-turtenwald,grand-prix-providence-2017,TopFinish,2500,
william-jensen,grand-prix-providence-2017,TopFinish,2500,
reid-duke,grand-prix-providence-2017,TopFinish,2500,
lucas-muxi-li,grand-prix-providence-2017,TopFinish,1250,
zile-yao,grand-prix-providence-2017,TopFinish,1250,
haoran-ling,grand-prix-providence-2017,TopFinish,1250,
william-sullivan,grand-prix-providence-2017,TopFinish,1250,
john-twardowski,grand-prix-providence-2017,TopFinish,1250,
cody-delpozzo,grand-prix-providence-2017,TopFinish,1250,
michio-abe,grand-prix-shizuoka-team-limited-2017,TopFinish,5000,
sho-hayakawa,grand-prix-shizuoka-team-limited-2017,TopFinish,5000,
kentarou-tachibana,grand-prix-shizuoka-team-limited-2017,TopFinish,5000,
kelvin-chew,grand-prix-shizuoka-team-limited-2017,TopFinish,2500,
lee-shi-tian,grand-prix-shizuoka-team-limited-2017,TopFinish,2500,
jeremy-dezani,grand-prix-shizuoka-team-limited-2017,TopFinish,2500,
yuuya-watanabe,grand-prix-shizuoka-team-limited-2017,TopFinish,1250,
hajime-nakamura,grand-prix-shizuoka-team-limited-2017,TopFinish,1250,
shota-yasooka,grand-prix-shizuoka-team-limited-2017,TopFinish,1250,
taisuke-ishii,grand-prix-shizuoka-team-limited-2017,TopFinish,1250,
hironobu-sugaya,grand-prix-shizuoka-team-limited-2017,TopFinish,1250,
yukio-kozakai,grand-prix-shizuoka-team-limited-2017,TopFinish,1250,
daniel-fior,nationals-venezuela-2017,TopFinish,0,
pedro-de-diego,nationals-argentina-2017,TopFinish,0,
luis-salvatto,nationals-argentina-2017,TopFinish,0,
ariel-nagy,nationals-argentina-2017,TopFinish,0,
nicolas-epstein,nationals-argentina-2017,TopFinish,0,
bruno-lombardelli,nationals-argentina-2017,TopFinish,0,
sebastian-pozzo,nationals-argentina-2017,TopFinish,0,
elias-klocker,nationals-austria-2017,TopFinish,0,
adrian-johann-schrenk,nationals-austria-2017,TopFinish,0,
stephan-keller,nationals-austria-2017,TopFinish,0,
markus-spork,nationals-austria-2017,TopFinish,0,
marc-muhlbock,nationals-austria-2017,TopFinish,0,
vladimir-ivanovic,nationals-croatia-2017,TopFinish,0,
toni-portolan,nationals-croatia-2017,TopFinish,0,
autumn-burchett,nationals-england-2017,TopFinish,0,
ross-broxup,nationals-england-2017,TopFinish,0,
peter-ward,nationals-england-2017,TopFinish,0,
quentin-martin,nationals-england-2017,TopFinish,0,
brendan-edwards,nationals-england-2017,TopFinish,0,
michail-dimakos,nationals-england-2017,TopFinish,0,
daniel-gardner,nationals-england-2017,TopFinish,0,
niels-molle,nationals-england-2017,TopFinish,0,
raul-kask,nationals-estonia-2017,TopFinish,0,
pierre-vendelboe,nationals-estonia-2017,TopFinish,0,
philipp-krieger,nationals-germany-2017,TopFinish,0,
moritz-templin,nationals-germany-2017,TopFinish,0,
joshua-bausch,nationals-germany-2017,TopFinish,0,
sascha-schwarz,nationals-germany-2017,TopFinish,0,
dominic-ulke,nationals-germany-2017,TopFinish,0,
thomas-musmacher,nationals-germany-2017,TopFinish,0,
raphael-dolscheid,nationals-germany-2017,TopFinish,0,
moritz-schmejkal,nationals-germany-2017,TopFinish,0,
tamas-repa,nationals-luxembourg-2017,TopFinish,0,
denis-skornik,nationals-luxembourg-2017,TopFinish,0,
kevin-grove,nationals-netherlands-2017,TopFinish,0,
daan-pruijt,nationals-netherlands-2017,TopFinish,0,
ryan-espano,nationals-philippines-2017,TopFinish,0,
ian-mark-gutierrez,nationals-philippines-2017,TopFinish,0,
peter-snoha,nationals-slovakia-2017,TopFinish,0,
ondrej-kedrovic,nationals-slovakia-2017,TopFinish,0,
luka,nationals-slovakia-2017,TopFinish,0,
dalibor-szegho,nationals-slovakia-2017,TopFinish,0,
tibor-bugyi,nationals-slovakia-2017,TopFinish,0,
monika-plo,nationals-slovakia-2017,TopFinish,0,
ivan-floch,nationals-slovakia-2017,TopFinish,0,
martin-varga,nationals-slovakia-2017,TopFinish,0,
caner-aktas,nationals-turkey-2017,TopFinish,0,
can-tanyol,nationals-turkey-2017,TopFinish,0,
matthew-sherlock,nationals-australia-2017,TopFinish,0,
ryan-cubit,nationals-australia-2017,TopFinish,0,
kristof-van-holsbeeck,nationals-belgium-2017,TopFinish,0,
geoffrey-siron,nationals-belgium-2017,TopFinish,0,
marijn-lybaert,nationals-belgium-2017,TopFinish,0,
tomas-langer,nationals-czech-republic-2017,TopFinish,0,
tomas-jirkal,nationals-czech-republic-2017,TopFinish,0,
matej-vantuch,nationals-czech-republic-2017,TopFinish,0,
martin-dedek,nationals-czech-republic-2017,TopFinish,0,
martin-juza,nationals-czech-republic-2017,TopFinish,0,
pavel-matousek,nationals-czech-republic-2017,TopFinish,0,
zbysek-panchartek,nationals-czech-republic-2017,TopFinish,0,
dominik-prosek,nationals-czech-republic-2017,TopFinish,0,
bjarke-larsen,nationals-denmark-2017,TopFinish,0,
andreas-bendix-nielsen,nationals-denmark-2017,TopFinish,0,
andreas-nilsson,nationals-denmark-2017,TopFinish,0,
mads-morsing,nationals-denmark-2017,TopFinish,0,
martin-dang,nationals-denmark-2017,TopFinish,0,
kim-weilmann,nationals-denmark-2017,TopFinish,0,
marc-fossberg,nationals-denmark-2017,TopFinish,0,
thorlakur-matthias-ornolfsson,nationals-denmark-2017,TopFinish,0,
mikko-airaksinen,nationals-finland-2017,TopFinish,0,
ari-hamalainen,nationals-finland-2017,TopFinish,0,
sami-haggkvist,nationals-finland-2017,TopFinish,0,
joni-rahikkala,nationals-finland-2017,TopFinish,0,
rasmus-mellanen,nationals-finland-2017,TopFinish,0,
kalle-saleva,nationals-finland-2017,TopFinish,0,
teemu-myllynen,nationals-finland-2017,TopFinish,0,
matti-kuisma,nationals-finland-2017,TopFinish,0,
alain-bardini,nationals-france-2017,TopFinish,0,
yann-lee-teoh,nationals-france-2017,TopFinish,0,
arnaud-hocquemiller,nationals-france-2017,TopFinish,0,
gabriel-nassif,nationals-france-2017,TopFinish,0,
samuel-vuillot,nationals-france-2017,TopFinish,0,
maxime-martin,nationals-france-2017,TopFinish,0,
olivier-hauchard,nationals-france-2017,TopFinish,0,
julien-berteaux,nationals-france-2017,TopFinish,0,
tamas-nagy,nationals-hungary-2017,TopFinish,0,
ferenc-nagy,nationals-hungary-2017,TopFinish,0,
akos-kenyeres,nationals-hungary-2017,TopFinish,0,
mate-schrick,nationals-hungary-2017,TopFinish,0,
mark-kapari,nationals-hungary-2017,TopFinish,0,
balazs-varady,nationals-hungary-2017,TopFinish,0,
balint-kovacs,nationals-hungary-2017,TopFinish,0,
adam-meszaros,nationals-hungary-2017,TopFinish,0,
kenta-harane,nationals-japan-2017,TopFinish,0,
shota-yasooka,nationals-japan-2017,TopFinish,0,
yuuya-watanabe,nationals-japan-2017,TopFinish,0,
takeshi-hattori,nationals-japan-2017,TopFinish,0,
